admin1Pcode,admin2Pcode,year,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
TH33,TH3313,2020,130846,130192,42312,323,325
TH33,TH3314,2012,83277,81980,28775,346,351
TH33,TH3314,2013,88563,86138,37282,421,433
TH33,TH3314,2014,87314,87219,35062,402,402
TH33,TH3314,2015,86004,84714,34055,396,402
TH33,TH3314,2016,84773,83959,32576,384,388
TH33,TH3314,2017,87163,73095,27922,320,382
TH33,TH3314,2018,86084,84969,33053,384,389
TH33,TH3314,2020,87209,86773,31672,363,365
TH33,TH3316,2012,115580,108369,44215,383,408
TH33,TH3316,2013,117667,114101,48151,409,422
TH33,TH3316,2014,117473,117299,45981,391,392
TH33,TH3316,2015,115711,113975,44450,384,390
TH33,TH3316,2016,115504,113200,40978,355,362
TH33,TH3316,2017,115548,101779,39388,341,387
TH33,TH3316,2018,118906,112772,41838,352,371
TH33,TH3316,2020,123754,123135,43959,355,357
TH33,TH3317,2012,85499,71087,25449,298,358
TH33,TH3317,2013,86715,73969,31807,367,430
TH33,TH3317,2014,82723,80882,29845,361,369
TH33,TH3317,2015,81482,80260,29455,361,367
TH33,TH3317,2016,82297,79455,28683,349,361
TH33,TH3317,2017,82703,74292,26002,314,350
TH33,TH3317,2018,83636,72627,24838,297,342
TH33,TH3318,2012,45490,39513,15608,343,395
TH33,TH3318,2013,44863,39137,14950,333,382
TH33,TH3318,2014,44715,44595,15831,354,355
TH33,TH3318,2015,44044,43383,15705,357,362
TH33,TH3318,2016,43923,42730,15981,364,374
TH33,TH3318,2017,44185,44185,17188,389,389
TH33,TH3318,2018,45255,44757,17724,392,396
TH33,TH3319,2012,98807,96307,33996,344,353
TH33,TH3319,2013,105461,101725,43010,408,423
TH33,TH3319,2014,100897,99808,39225,389,393
TH33,TH3319,2015,99384,95381,36531,368,383
TH33,TH3319,2016,100200,97215,38303,382,394
TH33,TH3319,2017,102678,96855,36805,358,380
TH33,TH3319,2018,95810,94153,37002,386,393
TH33,TH3320,2012,77716,75478,30267,389,401
TH33,TH3320,2013,84166,82257,30271,360,368
TH33,TH3320,2014,83959,83723,28633,341,342
TH33,TH3320,2015,82700,81460,28267,342,347
TH33,TH3320,2016,84099,82923,28774,342,347
TH33,TH3320,2017,84509,83943,29128,345,347
TH33,TH3320,2018,84430,83674,29286,347,350
TH33,TH3321,2012,56710,51142,16877,298,330
TH33,TH3321,2013,56961,52401,22742,399,434
TH33,TH3321,2014,55775,55697,22502,403,404
TH33,TH3321,2015,54938,54114,22133,403,409
TH33,TH3321,2016,55653,54473,22225,399,408
TH33,TH3321,2017,56527,56527,22724,402,402
TH33,TH3321,2018,55964,55528,22711,406,409
TH33,TH3321,2020,52877,52613,20309,384,386
TH33,TH3322,2012,64302,59389,20311,316,342
TH33,TH3322,2013,64596,59062,21026,326,356
TH33,TH3322,2014,63336,63244,25487,402,403
TH33,TH3322,2015,62386,61450,24211,388,394
TH33,TH3322,2016,61921,60740,24357,393,401
TH33,TH3322,2017,62353,62353,24754,397,397
TH33,TH3322,2018,63090,62595,25101,398,401
TH33,TH3322,2020,61628,61320,23424,380,382
TH34,TH3401,2012,124778,122969,43039,345,350
TH34,TH3401,2013,115736,89428,32105,277,359
TH34,TH3401,2014,113800,104428,35401,311,339
TH34,TH3401,2015,112050,110445,36999,330,335
TH34,TH3401,2016,118863,115919,39297,331,339
TH34,TH3401,2017,120273,102123,36254,301,355
TH34,TH3401,2018,119670,115821,41811,349,361
TH34,TH3401,2020,120439,119042,40712,338,342
TH34,TH3402,2012,216441,208271,70187,324,337
TH34,TH3402,2013,186686,178533,56416,302,316
TH34,TH3402,2014,185366,176861,54827,296,310
TH34,TH3402,2015,182748,179165,55183,302,308
TH34,TH3402,2016,187856,185617,59212,315,319
TH34,TH3402,2017,189367,189367,61355,324,324
TH34,TH3402,2018,190690,184153,61875,324,336
TH34,TH3403,2012,88569,85338,31916,360,374
TH34,TH3403,2013,68073,64908,20381,299,314
TH34,TH3403,2014,67462,67307,20663,306,307
TH34,TH3403,2015,65462,64779,19498,298,301
TH34,TH3403,2016,64343,62738,19198,298,306
TH34,TH3403,2017,64842,64773,20857,322,322
TH34,TH3403,2018,64163,58187,19958,311,343
TH34,TH3403,2020,67058,66280,23397,349,353
TH34,TH3404,2012,258620,252649,77311,299,306
TH34,TH3404,2013,248479,216682,73672,296,340
TH34,TH3404,2014,247923,246273,83240,336,338
TH34,TH3404,2015,245760,241415,82564,336,342
TH34,TH3404,2016,247930,241600,83110,335,344
TH34,TH3404,2017,249336,201247,70638,283,351
TH34,TH3404,2018,254704,238765,87149,342,365
TH34,TH3404,2020,266659,263566,95411,358,362
TH34,TH3405,2012,178829,155111,51962,291,335
TH34,TH3405,2013,154491,152989,52169,338,341
TH34,TH3405,2014,153180,152065,49573,324,326
TH34,TH3405,2015,150795,149227,48499,322,325
TH34,TH3405,2016,162229,155665,49813,307,320
TH34,TH3405,2017,164665,164665,54669,332,332
TH34,TH3405,2018,163968,159478,54541,333,342
TH34,TH3405,2020,183522,179852,60970,332,339
TH34,TH3407,2012,467041,447565,168732,361,377
TH34,TH3407,2013,478054,447881,160789,336,359
TH34,TH3407,2014,470646,440179,150541,320,342
TH34,TH3407,2015,452892,447892,154523,341,345
TH34,TH3407,2016,459022,453609,156495,341,345
TH34,TH3407,2017,461163,456118,166027,360,364
TH34,TH3407,2018,465392,459708,175608,377,382
TH34,TH3407,2020,474626,469120,173574,366,370
TH34,TH3408,2012,161150,158693,48560,301,306
TH34,TH3408,2013,135446,130111,41375,305,318
TH34,TH3408,2014,132850,129101,40150,302,311
TH34,TH3408,2015,131616,130074,40583,308,312
TH34,TH3408,2016,131083,125612,38814,296,309
TH34,TH3408,2017,133824,131219,42646,319,325
TH34,TH3408,2018,134683,132972,45742,340,344
TH34,TH3408,2020,136352,134770,49461,363,367
TH34,TH3409,2012,112169,108615,37038,330,341
TH34,TH3409,2013,79441,77383,27626,348,357
TH34,TH3409,2014,77346,73839,24441,316,331
TH34,TH3409,2015,76245,75404,24883,326,330
TH34,TH3409,2016,84279,82937,27618,328,333
TH34,TH3409,2017,84433,77530,27446,325,354
TH34,TH3409,2018,89416,82156,30233,338,368
TH34,TH3409,2020,93412,92328,35269,378,382
TH34,TH3410,2012,281643,277735,81932,291,295
TH34,TH3410,2013,251285,251204,81893,326,326
TH34,TH3410,2014,249261,247698,78273,314,316
TH34,TH3410,2015,244563,240913,75647,309,314
TH34,TH3410,2016,245663,243708,78474,319,322
TH34,TH3410,2017,246802,246802,83419,338,338
TH34,TH3410,2018,244385,243484,84976,348,349
TH34,TH3410,2020,247911,245035,86742,350,354
TH34,TH3411,2012,369618,355328,128984,349,363
TH34,TH3411,2013,320471,313160,114303,357,365
TH34,TH3411,2014,321786,307062,102866,320,335
TH34,TH3411,2015,318715,315475,107262,337,340
TH34,TH3411,2016,321094,313585,109441,341,349
TH34,TH3411,2017,324946,315918,116890,360,370
TH34,TH3411,2018,332783,327752,125529,377,383
TH34,TH3411,2020,341817,338399,126900,371,375
TH34,TH3412,2012,139837,138543,47936,343,346
TH34,TH3412,2013,129205,128482,44969,348,350
TH34,TH3412,2014,130038,128975,42562,327,330
TH34,TH3412,2015,129263,127726,42788,331,335
TH34,TH3412,2016,130050,127744,42411,326,332
TH34,TH3412,2017,130274,130274,44033,338,338
TH34,TH3412,2018,129371,129054,45427,351,352
TH34,TH3414,2012,313798,308751,106828,340,346
TH34,TH3414,2013,304935,296874,98562,323,332
TH34,TH3414,2014,304096,285473,94206,310,330
TH34,TH3414,2015,300640,297593,98801,329,332
TH34,TH3414,2016,301079,296751,102973,342,347
TH34,TH3414,2017,303714,289236,106439,350,368
TH34,TH3414,2018,301966,294578,111645,370,379
TH34,TH3415,2012,190535,187029,69949,367,374
TH34,TH3415,2013,164029,145974,51383,313,352
TH34,TH3415,2014,163399,137658,46666,286,339
TH34,TH3415,2015,162593,160828,54842,337,341
TH34,TH3415,2016,165478,159077,55518,336,349
TH34,TH3415,2017,167275,162284,57935,346,357
TH34,TH3415,2018,167731,159915,59009,352,369
TH34,TH3415,2020,176206,174162,59912,340,344
TH34,TH3419,2012,389044,381382,140349,361,368
TH34,TH3419,2013,354691,345594,126833,358,367
TH34,TH3419,2014,355136,330380,112329,316,340
TH34,TH3419,2015,349572,346332,119485,342,345
TH34,TH3419,2016,345799,341061,120053,347,352
TH34,TH3419,2017,348682,348252,129550,372,372
TH34,TH3419,2018,350746,340520,131100,374,385
TH34,TH3419,2020,364745,360514,133390,366,370
TH34,TH3420,2012,123148,117481,39004,317,332
TH34,TH3420,2013,96134,84808,29344,305,346
TH34,TH3420,2014,98509,87914,28396,288,323
TH34,TH3420,2015,100049,99110,32211,322,325
TH34,TH3420,2016,101657,98543,31534,310,320
TH34,TH3420,2017,103256,94883,31691,307,334
TH34,TH3420,2018,104993,102340,36024,343,352
TH34,TH3420,2020,111982,110683,37854,338,342
TH34,TH3421,2012,105882,104788,37200,351,355
TH34,TH3421,2013,78976,78866,25237,320,320
TH34,TH3421,2014,82348,82081,25856,314,315
TH34,TH3421,2015,80338,79208,24554,306,310
TH34,TH3421,2016,83744,82678,25465,304,308
TH34,TH3421,2017,83931,83931,27445,327,327
TH34,TH3421,2018,84361,82993,28052,333,338
TH34,TH3421,2020,98700,97555,32681,331,335
TH34,TH3422,2012,207534,201678,62520,301,310
TH34,TH3422,2013,199941,197573,68755,344,348
TH34,TH3422,2014,196619,192917,62312,317,323
TH34,TH3422,2015,192528,190701,61406,319,322
TH34,TH3422,2016,195583,193244,61452,314,318
TH34,TH3422,2017,198726,198271,67610,340,341
TH34,TH3422,2018,200824,200294,70704,352,353
TH34,TH3422,2020,197648,195355,69156,350,354
TH34,TH3424,2012,69303,68545,25293,365,369
TH34,TH3424,2013,65134,45934,16353,251,356
TH34,TH3424,2014,63286,40969,13479,213,329
TH34,TH3424,2015,62094,61076,19789,319,324
TH34,TH3424,2016,63478,59408,19605,309,330
TH34,TH3424,2017,63955,48771,16582,259,340
TH34,TH3424,2018,62786,60470,21648,345,358
TH34,TH3424,2020,63017,62286,23233,369,373
TH34,TH3425,2012,62681,50917,14053,224,276
TH34,TH3425,2013,58565,58419,17175,293,294
TH34,TH3425,2014,58144,57620,16710,287,290
TH34,TH3425,2015,57092,56511,16388,287,290
TH34,TH3425,2016,56539,55248,16795,297,304
TH34,TH3425,2017,56394,56394,17933,318,318
TH34,TH3425,2018,56859,48789,15808,278,324
TH34,TH3425,2020,56116,55465,17693,315,319
TH34,TH3426,2012,92523,86591,30307,328,350
TH34,TH3426,2013,78024,75286,25522,327,339
TH34,TH3426,2014,78350,74601,24395,311,327
TH34,TH3426,2015,77116,76196,23621,306,310
TH34,TH3426,2016,77132,75654,24209,314,320
TH34,TH3426,2017,78639,76063,24797,315,326
TH34,TH3426,2018,79302,77804,26064,329,335
TH34,TH3429,2012,85657,84252,29909,349,355
TH34,TH3429,2013,76808,61898,21107,275,341
TH34,TH3429,2014,73402,60352,19795,270,328
TH34,TH3429,2015,72979,72021,23767,326,330
TH34,TH3429,2016,73552,70636,24087,327,341
TH34,TH3429,2017,74869,73748,25664,343,348
TH34,TH3429,2018,75641,70523,25177,333,357
TH34,TH3429,2020,80021,79093,26575,332,336
TH34,TH3430,2012,88805,79188,28112,317,355
TH34,TH3430,2013,78696,78407,26345,335,336
TH34,TH3430,2014,77397,77050,25812,334,335
TH34,TH3430,2015,76064,75104,25460,335,339
TH34,TH3430,2016,80503,77803,25753,320,331
TH34,TH3430,2017,82100,82100,28078,342,342
TH34,TH3430,2018,81137,80215,28075,346,350
TH34,TH3430,2020,85094,84107,28512,335,339
TH34,TH3431,2012,76615,75512,22352,292,296
TH34,TH3431,2013,71899,70545,22574,314,320
TH34,TH3431,2014,69176,65650,20680,299,315
TH34,TH3431,2015,68024,67194,21032,309,313
TH34,TH3431,2016,72130,69715,22239,308,319
TH34,TH3431,2017,72533,70293,23267,321,331
TH34,TH3431,2018,73124,71635,24428,334,341
TH34,TH3432,2012,47846,46508,16696,349,359
TH34,TH3432,2013,41468,35571,11987,289,337
TH34,TH3432,2014,40629,35550,11589,285,326
TH34,TH3432,2015,40265,39915,12932,321,324
TH34,TH3432,2016,40577,39466,13142,324,333
TH34,TH3432,2017,41351,40144,13810,334,344
TH34,TH3432,2018,42294,41048,14285,338,348
TH34,TH3433,2012,62765,60254,21932,349,364
TH34,TH3433,2013,54868,53690,19114,348,356
TH34,TH3433,2014,52147,52000,17056,327,328
TH34,TH3433,2015,51256,50751,16393,320,323
TH34,TH3433,2016,52813,51966,17357,329,334
TH34,TH3433,2017,53078,51938,18022,340,347
TH34,TH3433,2018,53607,50313,17710,330,352
TH34,TH3433,2020,55893,55245,19612,351,355
TH35,TH3501,2012,209267,199593,80693,386,404
TH35,TH3501,2013,214703,185516,75134,350,405
TH35,TH3501,2014,214507,199090,80831,377,406
TH35,TH3501,2015,209475,198847,76556,365,385
TH35,TH3501,2016,208450,199813,77128,370,386
TH35,TH3501,2017,208275,168939,65042,312,385
TH35,TH3501,2018,224074,206201,80006,357,388
TH35,TH3501,2020,214056,203353,78494,367,386
TH35,TH3502,2012,82248,67625,22993,280,340
TH35,TH3502,2013,78652,77862,28342,360,364
TH35,TH3502,2014,78931,75870,27617,350,364
TH35,TH3502,2015,76292,73820,25837,339,350
TH35,TH3502,2016,78768,74493,25998,330,349
TH35,TH3502,2017,80973,79052,27510,340,348
TH35,TH3502,2018,78694,78497,25119,319,320
TH35,TH3502,2020,81722,77636,26008,318,335
TH35,TH3503,2012,199435,128150,39580,198,309
TH35,TH3503,2013,197996,196261,61430,310,313
TH35,TH3503,2014,200742,192416,60611,302,315
TH35,TH3503,2015,192868,178645,53772,279,301
TH35,TH3503,2016,193824,183547,55982,289,305
TH35,TH3503,2017,198171,193043,60422,305,313
TH35,TH3503,2018,190848,190255,62023,325,326
TH35,TH3503,2020,194208,184498,61991,319,336
TH35,TH3504,2012,178247,168406,63826,358,379
TH35,TH3504,2013,181949,148765,57870,318,389
TH35,TH3504,2014,182799,165561,64734,354,391
TH35,TH3504,2015,181302,176044,65840,363,374
TH35,TH3504,2016,182844,175323,69253,379,395
TH35,TH3504,2017,191735,154754,60973,318,394
TH35,TH3504,2018,186868,168294,67991,364,404
TH35,TH3505,2012,95014,91081,34702,365,381
TH35,TH3505,2013,92846,77233,30507,329,395
TH35,TH3505,2014,92983,72762,28887,311,397
TH35,TH3505,2015,91663,89372,32800,358,367
TH35,TH3505,2016,90513,85950,32145,355,374
TH35,TH3505,2017,92587,70277,26213,283,373
TH35,TH3505,2018,93713,86220,31470,336,365
TH35,TH3506,2012,158625,152023,62204,392,409
TH35,TH3506,2013,165774,140158,58726,354,419
TH35,TH3506,2014,164866,164866,69244,420,420
TH35,TH3506,2015,159340,154560,61979,389,401
TH35,TH3506,2016,161126,154660,62328,387,403
TH35,TH3506,2017,162849,135182,55560,341,411
TH35,TH3506,2018,161663,144553,59122,366,409
TH35,TH3506,2020,166516,163186,64132,385,393
TH35,TH3507,2012,77956,74128,31392,403,423
TH35,TH3507,2013,80970,67488,28818,356,427
TH35,TH3507,2014,80486,79189,33893,421,428
TH35,TH3507,2015,80283,79079,32660,407,413
TH35,TH3507,2016,80268,76663,31585,393,412
TH35,TH3507,2017,80948,63484,26219,324,413
TH35,TH3507,2018,81077,73122,29614,365,405
TH35,TH3508,2012,250211,172096,49880,199,290
TH35,TH3508,2013,244802,232448,74383,304,320
TH35,TH3508,2014,243299,223966,72789,299,325
TH35,TH3508,2015,221156,208151,64527,292,310
TH35,TH3508,2016,217436,208406,63981,294,307
TH35,TH3508,2017,222211,214981,66214,298,308
TH35,TH3508,2018,226245,226055,74824,331,331
TH35,TH3508,2020,233620,221939,79232,339,357
TH35,TH3509,2012,93226,55684,16654,179,299
TH35,TH3509,2013,96284,93471,29537,307,316
TH35,TH3509,2014,94618,85267,27285,288,320
TH35,TH3509,2015,86574,82246,24838,287,302
TH35,TH3509,2016,84324,79159,23748,282,300
TH35,TH3509,2017,87948,82842,25267,287,305
TH35,TH3509,2018,88886,88718,28833,324,325
TH35,TH3509,2020,90379,85860,28677,317,334
TH36,TH3601,2012,285581,242539,96045,336,396
TH36,TH3601,2013,282634,209443,83987,297,401
TH36,TH3601,2014,299156,219437,81631,273,372
TH36,TH3601,2015,298813,267513,95235,319,356
TH36,TH3601,2016,301444,282344,100514,333,356
TH36,TH3601,2017,296254,281006,108749,367,387
TH36,TH3601,2018,292173,259279,99563,341,384
TH36,TH3601,2020,308543,293506,112413,364,383
TH36,TH3602,2012,110782,93279,34047,307,365
TH36,TH3602,2013,110274,49981,18443,167,369
TH36,TH3602,2014,108270,105888,36849,340,348
TH36,TH3602,2015,108022,96377,34503,319,358
TH36,TH3602,2016,111267,94931,37118,334,391
TH36,TH3602,2017,110479,102160,40455,366,396
TH36,TH3602,2018,108929,88566,34364,315,388
TH36,TH3602,2020,122764,101431,39660,323,391
TH36,TH3603,2012,144185,126620,50775,352,401
TH36,TH3603,2013,142656,106480,43231,303,406
TH36,TH3603,2014,145410,96022,33800,232,352
TH36,TH3603,2015,140731,127060,47520,338,374
TH36,TH3603,2016,141120,120784,45656,324,378
TH36,TH3603,2017,141018,118374,45692,324,386
TH36,TH3603,2018,141589,123536,46944,332,380
TH36,TH3604,2012,148362,144496,55631,375,385
TH36,TH3604,2013,140151,134815,54330,388,403
TH36,TH3604,2014,140222,140222,54546,389,389
TH36,TH3604,2015,133947,128508,52046,389,405
TH36,TH3604,2016,132390,119833,49491,374,413
TH36,TH3604,2017,129654,127745,52375,404,410
TH36,TH3604,2018,132796,128586,52463,395,408
TH36,TH3605,2012,130299,130253,51189,393,393
TH36,TH3605,2013,129323,128666,51209,396,398
TH36,TH3605,2014,111488,82556,29720,267,360
TH36,TH3605,2015,113381,104576,34510,304,330
TH36,TH3605,2016,114860,114860,41120,358,358
TH36,TH3605,2017,115235,113816,40632,353,357
TH36,TH3605,2018,124854,119990,41997,336,350
TH36,TH3605,2020,164160,151028,53615,327,355
TH36,TH3606,2015,151784,110089,33797,223,307
TH36,TH3606,2017,150342,125651,44732,298,356
TH36,TH3606,2018,158055,131634,44887,284,341
TH36,TH3606,2020,166151,151118,53647,323,355
TH36,TH3607,2012,94303,94303,36590,388,388
TH36,TH3607,2013,90385,70083,27473,304,392
TH36,TH3607,2014,89422,69711,24747,277,355
TH36,TH3607,2015,78758,71512,26388,335,369
TH36,TH3607,2016,79941,74589,27076,339,363
TH36,TH3607,2017,76589,50365,17829,233,354
TH36,TH3607,2018,72641,57695,19905,274,345
TH36,TH3608,2012,40843,37966,14883,364,392
TH36,TH3608,2013,31568,21627,8521,270,394
TH36,TH3608,2014,35481,35481,12702,358,358
TH36,TH3608,2015,31885,29966,10968,344,366
TH36,TH3608,2016,32093,32012,11908,371,372
TH36,TH3608,2017,35172,34529,12603,358,365
TH36,TH3608,2018,38304,36433,13298,347,365
TH36,TH3608,2020,42412,42109,14107,333,335
TH36,TH3609,2012,42233,42184,16072,381,381
TH36,TH3609,2013,31917,31038,11888,372,383
TH36,TH3609,2014,31251,30353,9470,303,312
TH36,TH3609,2015,30586,28337,8841,289,312
TH36,TH3609,2016,30142,30116,9637,320,320
TH36,TH3609,2017,29717,29014,9226,310,318
TH36,TH3609,2018,28764,28341,9012,313,318
TH36,TH3609,2020,36323,36073,12265,338,340
TH36,TH3610,2012,161916,153891,54477,336,354
TH36,TH3610,2013,132611,117970,42469,320,360
TH36,TH3610,2014,130870,130870,46328,354,354
TH36,TH3610,2015,129539,121267,43050,332,355
TH36,TH3610,2016,125856,120440,42274,336,351
TH36,TH3610,2017,123804,118515,42428,343,358
TH36,TH3610,2018,126514,124825,45062,356,361
TH36,TH3610,2020,161842,157132,57353,354,365
TH36,TH3611,2012,78243,59093,22514,288,381
TH36,TH3611,2013,77692,74662,28073,361,376
TH36,TH3611,2014,73575,73575,26928,366,366
TH36,TH3611,2015,72987,68898,25148,345,365
TH36,TH3611,2016,69505,64856,23478,338,362
TH36,TH3611,2017,68242,65813,25404,372,386
TH36,TH3611,2018,69841,68124,25887,371,380
TH36,TH3612,2012,155144,154457,49890,322,323
TH36,TH3612,2013,152281,150686,48822,321,324
TH36,TH3612,2014,151457,148050,43971,290,297
TH36,TH3612,2015,144050,141421,43558,302,308
TH36,TH3612,2016,137715,137715,45033,327,327
TH36,TH3612,2017,136985,136536,44374,324,325
TH36,TH3612,2018,138489,133536,43399,313,325
TH36,TH3613,2012,44161,44161,19033,431,431
TH36,TH3613,2013,38110,37464,16896,443,451
TH36,TH3613,2014,36086,36086,14146,392,392
TH36,TH3613,2015,33265,33025,12153,365,368
TH36,TH3613,2016,36744,36370,14330,390,394
TH36,TH3613,2017,35965,33381,13085,364,392
TH36,TH3613,2018,38981,38609,15096,387,391
TH36,TH3613,2020,46476,46041,17956,386,390
TH36,TH3614,2012,14947,14569,5740,384,394
TH36,TH3614,2013,10774,10543,4154,386,394
TH36,TH3614,2014,15767,15767,5786,367,367
TH36,TH3614,2015,16717,16275,5550,332,341
TH36,TH3614,2016,19498,19498,7312,375,375
TH36,TH3614,2017,19686,19529,7187,365,368
TH36,TH3614,2018,23820,23511,7712,324,328
TH36,TH3614,2020,22255,21921,7453,335,340
TH36,TH3615,2012,66347,47909,16433,248,343
TH36,TH3615,2013,59721,54123,20242,339,374
TH36,TH3615,2014,58545,29403,10409,178,354
TH36,TH3615,2015,56298,43282,14326,254,331
TH36,TH3615,2016,58019,55384,19717,340,356
TH36,TH3615,2017,57266,56317,20161,352,358
TH36,TH3615,2018,55429,53769,18819,340,350
TH36,TH3616,2012,20378,20378,8090,397,397
TH36,TH3616,2013,16645,15996,6398,384,400
TH36,TH3616,2014,15152,9301,3069,203,330
TH36,TH3616,2015,15029,12678,4260,283,336
TH36,TH3616,2016,15116,15116,5200,344,344
TH36,TH3616,2017,15232,14039,4773,313,340
TH36,TH3616,2018,21265,18496,6289,296,340
TH37,TH3701,2012,346402,263860,83116,240,315
TH37,TH3701,2013,323484,318880,109057,337,342
TH37,TH3701,2014,317200,300934,104463,329,347
TH37,TH3701,2015,314300,308014,106881,340,347
TH37,TH3701,2016,313849,307279,105397,336,343
TH37,TH3701,2017,319414,310380,109875,344,354
TH37,TH3701,2018,319181,318813,119236,374,374
TH37,TH3701,2020,329278,322692,117783,358,365
TH37,TH3702,2012,48165,20877,5992,124,287
TH37,TH3702,2013,48410,48045,14510,300,302
TH37,TH3702,2014,52026,46416,14228,273,307
TH37,TH3702,2015,50375,49075,15066,299,307
TH37,TH3702,2016,50863,47352,14300,281,302
TH37,TH3702,2017,51520,50971,16566,322,325
TH37,TH3702,2018,55482,55004,17051,307,310
TH37,TH3702,2020,74284,72427,23177,312,320
TH37,TH3703,2012,144184,135988,44196,307,325
TH37,TH3703,2013,144793,143704,48141,332,335
TH37,TH3703,2014,139514,133726,45470,326,340
TH37,TH3703,2015,134164,130810,44214,330,338
TH37,TH3703,2016,134808,132760,44607,331,336
TH37,TH3703,2017,140141,139678,48329,345,346
TH37,TH3703,2018,143258,143258,50570,353,353
TH37,TH3703,2020,154816,152494,55660,360,365
